year,state_name,county_name,adjusted_voter_turnout,adjusted_voter_turnout_votes
2016,Alabama,Marengo County,0.59178,0.59197
2016,Alabama,Marion County,0.59222,0.5921500000000001
2016,Alabama,Marshall County,0.59467,0.59411
2016,Alabama,Mobile County,0.60718,0.60552
2016,Alabama,Monroe County,0.59185,0.59191
2016,Alabama,Montgomery County,0.59986,0.59941
2016,Alabama,Morgan County,0.59571,0.59544
2016,Alabama,Perry County,0.59137,0.5914699999999999
2016,Alabama,Pickens County,0.59183,0.5918399999999999
2016,Alabama,Pike County,0.59232,0.59216
2016,Alabama,Randolph County,0.5919,0.5919
2016,Alabama,Russell County,0.59324,0.5927
2016,Alabama,St. Clair County,0.5945,0.59437
2016,Alabama,Shelby County,0.59918,0.59982
2016,Alabama,Sumter County,0.59152,0.5915699999999999
2016,Alabama,Talladega County,0.59422,0.59395
2016,Alabama,Tallapoosa County,0.59266,0.5926400000000001
2016,Alabama,Tuscaloosa County,0.59905,0.59826
2016,Alabama,Walker County,0.5936,0.5936
2016,Alabama,Washington County,0.59166,0.59175
2016,Alabama,Wilcox County,0.5914200000000001,0.5915400000000001
2016,Alabama,Winston County,0.59197,0.59191
2016,Arizona,Apache County,0.56271,0.56218
2016,Arizona,Cochise County,0.5642499999999999,0.56374
2016,Arizona,Coconino County,0.56452,0.56385
2016,Arizona,Gila County,0.56243,0.56236
2016,Arizona,Graham County,0.56189,0.56176
2016,Arizona,Greenlee County,0.56123,0.56121
2016,Arizona,La Paz County,0.56157,0.56131
2016,Arizona,Maricopa County,0.6671299999999999,0.6372800000000001
2016,Arizona,Mohave County,0.56665,0.5657099999999999
2016,Arizona,Navajo County,0.56365,0.56325
2016,Arizona,Pima County,0.5873700000000001,0.5839
2016,Arizona,Pinal County,0.57168,0.56695
2016,Arizona,Santa Cruz County,0.56209,0.56195
2016,Arizona,Yavapai County,0.56729,0.56689
2016,Arizona,Yuma County,0.56606,0.56359
2016,Arkansas,Arkansas County,0.53309,0.53294
2016,Arkansas,Ashley County,0.53322,0.53323
2016,Arkansas,Baxter County,0.53464,0.535
2016,Arkansas,Benton County,0.54663,0.54643
2016,Arkansas,Boone County,0.53425,0.53444
2016,Arkansas,Bradley County,0.53265,0.5325500000000001
2016,Arkansas,Calhoun County,0.53233,0.53234
2016,Arkansas,Carroll County,0.53368,0.53363
2016,Arkansas,Chicot County,0.53266,0.53264
2016,Arkansas,Clark County,0.53333,0.53328
2016,Arkansas,Clay County,0.5329200000000001,0.5329200000000001
2016,Arkansas,Cleburne County,0.53359,0.53383
2016,Arkansas,Cleveland County,0.53249,0.5325099999999999
2016,Arkansas,Columbia County,0.5334,0.53335
2016,Arkansas,Conway County,0.53326,0.5332
2016,Arkansas,Craighead County,0.53806,0.53735
2016,Arkansas,Crawford County,0.53563,0.53539
2016,Arkansas,Crittenden County,0.53474,0.53442
2016,Arkansas,Cross County,0.5329999999999999,0.53305
2016,Arkansas,Dallas County,0.53245,0.53242
2016,Arkansas,Desha County,0.53268,0.53265
2016,Arkansas,Drew County,0.5331,0.5329999999999999
2016,Arkansas,Faulkner County,0.53913,0.5390999999999999
2016,Arkansas,Franklin County,0.5330400000000001,0.53303
2016,Arkansas,Fulton County,0.53275,0.53273
2016,Arkansas,Garland County,0.53801,0.53818
2016,Arkansas,Grant County,0.53308,0.53305
2016,Arkansas,Greene County,0.5346,0.53421
2016,Arkansas,Hempstead County,0.53326,0.53307
2016,Arkansas,Hot Spring County,0.53405,0.53381
2016,Arkansas,Howard County,0.53277,0.53271
2016,Arkansas,Independence County,0.53418,0.53406
2016,Arkansas,Izard County,0.53286,0.53283
2016,Arkansas,Jackson County,0.53307,0.53278
2016,Arkansas,Jefferson County,0.53614,0.53593
2016,Arkansas,Lafayette County,0.5324300000000001,0.5324300000000001
2016,Arkansas,Lawrence County,0.5329999999999999,0.53286
2016,Arkansas,Lee County,0.53259,0.53246
2016,Arkansas,Lincoln County,0.53288,0.53258
2016,Arkansas,Little River County,0.53275,0.53279
2016,Arkansas,Logan County,0.53332,0.5332
2016,Arkansas,Lonoke County,0.53614,0.5361
2016,Arkansas,Madison County,0.53295,0.5330400000000001
2016,Arkansas,Marion County,0.53305,0.53303
2016,Arkansas,Miller County,0.53457,0.53445
2016,Arkansas,Mississippi County,0.53442,0.53399
2016,Arkansas,Montgomery County,0.53256,0.53253
2016,Arkansas,Nevada County,0.5325099999999999,0.53249
2016,Arkansas,Newton County,0.5325,0.53257
2016,Arkansas,Ouachita County,0.53345,0.53351
2016,Arkansas,Perry County,0.53261,0.53265
2016,Arkansas,Phillips County,0.53307,0.53306
2016,Arkansas,Pike County,0.53265,0.53261
2016,Arkansas,Poinsett County,0.53342,0.53281
2016,Arkansas,Polk County,0.5332,0.5332399999999999
2016,Arkansas,Pope County,0.5357,0.5353
2016,Arkansas,Prairie County,0.5325099999999999,0.53252
2016,Arkansas,Pulaski County,0.5552900000000001,0.55615
2016,Arkansas,Randolph County,0.53305,0.5329699999999999
2016,Arkansas,St. Francis County,0.5335799999999999,0.53313
2016,Arkansas,Saline County,0.53906,0.53996
2016,Arkansas,Scott County,0.53261,0.53246
2016,Arkansas,Searcy County,0.53249,0.53257
2016,Arkansas,Sebastian County,0.53947,0.53867
2016,Arkansas,Sevier County,0.53293,0.53269
2016,Arkansas,Sharp County,0.53305,0.5331
2016,Arkansas,Stone County,0.53278,0.5328499999999999
2016,Arkansas,Union County,0.5343399999999999,0.5345
2016,Arkansas,Van Buren County,0.5330400000000001,0.53309
2016,Arkansas,Washington County,0.54498,0.54397
2016,Arkansas,White County,0.5366,0.5362
2016,Arkansas,Woodruff County,0.53241,0.5323899999999999
2016,Arkansas,Yell County,0.53326,0.53298
2016,California,Alameda County,0.59034,0.5899
2016,California,Alpine County,0.58201,0.58201
2016,California,Amador County,0.5821999999999999,0.58222
2016,California,Butte County,0.58315,0.58313
2016,California,Calaveras County,0.58224,0.58229
2016,California,Colusa County,0.5821000000000001,0.5820799999999999
2016,California,Contra Costa County,0.5875900000000001,0.58736
2016,California,Del Norte County,0.58214,0.5821200000000001
2016,California,El Dorado County,0.58295,0.58315
2016,California,Fresno County,0.58644,0.58522
2016,California,Glenn County,0.58213,0.5821200000000001
2016,California,Humboldt County,0.5827,0.58243
2016,California,Imperial County,0.58282,0.58254
2016,California,Inyo County,0.58209,0.5821000000000001
2016,California,Kern County,0.58598,0.5848
2016,California,Kings County,0.5826899999999999,0.5824199999999999
2016,California,Lake County,0.58233,0.58217
2016,California,Lassen County,0.58216,0.58213
2016,California,Los Angeles County,0.63229,0.61616
2016,California,Madera County,0.5827100000000001,0.58244
2016,California,Marin County,0.5833400000000001,0.5834199999999999
2016,California,Mariposa County,0.58209,0.58211
2016,California,Mendocino County,0.58244,0.5821500000000001
2016,California,Merced County,0.58318,0.58255
2016,California,Modoc County,0.58205,0.58204
2016,California,Mono County,0.58207,0.58207
2016,California,Monterey County,0.5840299999999999,0.58325
2016,California,Napa County,0.58272,0.58252
2016,California,Nevada County,0.58253,0.58243
2016,California,Orange County,0.5977,0.59607
2016,California,Placer County,0.58389,0.58394
2016,California,Plumas County,0.5821000000000001,0.58211
2016,California,Riverside County,0.59326,0.5908100000000001
2016,California,Sacramento County,0.58937,0.58802
2016,California,San Benito County,0.58228,0.58223
2016,California,San Bernardino County,0.59194,0.58971
2016,California,San Diego County,0.59849,0.59503
2016,California,San Francisco County,0.5868800000000001,0.58671
2016,California,San Joaquin County,0.58538,0.58415
2016,California,San Luis Obispo County,0.58345,0.5836
2016,California,San Mateo County,0.58589,0.5857
2016,California,Santa Barbara County,0.58415,0.58412
2016,California,Santa Clara County,0.59152,0.59049
2016,California,Santa Cruz County,0.58337,0.58346
2016,California,Shasta County,0.5829099999999999,0.58293
2016,California,Sierra County,0.58202,0.58202
2016,California,Siskiyou County,0.58222,0.58226
2016,California,Solano County,0.58418,0.58401
2016,California,Sonoma County,0.58457,0.58411
2016,California,Stanislaus County,0.58451,0.58401
2016,California,Sutter County,0.58246,0.58239
2016,California,Tehama County,0.58231,0.58229
2016,California,Trinity County,0.58207,0.58206
2016,California,Tulare County,0.584,0.5832200000000001
2016,California,Tuolumne County,0.58229,0.5822999999999999
2016,California,Ventura County,0.58614,0.58597
2016,California,Yolo County,0.58304,0.58265
2016,California,Yuba County,0.58235,0.58227
2016,Colorado,Adams County,0.7383,0.73297
2016,Colorado,Alamosa County,0.71964,0.71955
2016,Colorado,Arapahoe County,0.7448999999999999,0.7414700000000001
2016,Colorado,Archuleta County,0.7195699999999999,0.71958
2016,Colorado,Baca County,0.7191500000000001,0.71917
2016,Colorado,Bent County,0.7192700000000001,0.7191500000000001
2016,Colorado,Boulder County,0.73246,0.7331
2016,Colorado,Broomfield County,0.7217199999999999,0.72198
2016,Colorado,Chaffee County,0.7198699999999999,0.71988
2016,Colorado,Cheyenne County,0.71907,0.71909
2016,Colorado,Clear Creek County,0.71943,0.7194400000000001
2016,Colorado,Conejos County,0.7193200000000001,0.7193200000000001
2016,Colorado,Costilla County,0.71916,0.7191500000000001
2016,Colorado,Crowley County,0.7192700000000001,0.7191200000000001
2016,Colorado,Custer County,0.71921,0.7192400000000001
2016,Colorado,Delta County,0.7203,0.72033
2016,Colorado,Denver County,0.74866,0.73753
2016,Colorado,Dolores County,0.71909,0.7191
2016,Colorado,Douglas County,0.7317400000000001,0.73359
2016,Colorado,Eagle County,0.72124,0.7208
2016,Colorado,Elbert County,0.72006,0.7202500000000001
2016,Colorado,El Paso County,0.74653,0.74399
2016,Colorado,Fremont County,0.72115,0.72075
2016,Colorado,Garfield County,0.72134,0.7211
2016,Colorado,Gilpin County,0.7192700000000001,0.71929
2016,Colorado,Grand County,0.71966,0.71968
2016,Colorado,Gunnison County,0.7197,0.71974
2016,Colorado,Hinsdale County,0.7190300000000001,0.71905
2016,Colorado,Huerfano County,0.7193,0.7193
2016,Colorado,Jackson County,0.71906,0.71907
2016,Colorado,Jefferson County,0.7434000000000001,0.74369
2016,Colorado,Kiowa County,0.71906,0.71907
2016,Colorado,Kit Carson County,0.71934,0.71929
2016,Colorado,Lake County,0.7193200000000001,0.71925
2016,Colorado,La Plata County,0.72137,0.7214499999999999
2016,Colorado,Larimer County,0.7332899999999999,0.7344700000000001
2016,Colorado,Las Animas County,0.71961,0.71953
2016,Colorado,Lincoln County,0.7192400000000001,0.71919
2016,Colorado,Logan County,0.71993,0.71977
2016,Colorado,Mesa County,0.72519,0.72497
2016,Colorado,Mineral County,0.7190300000000001,0.71905
2016,Colorado,Moffat County,0.7195199999999999,0.7195199999999999
2016,Colorado,Montezuma County,0.7201099999999999,0.72001
2016,Colorado,Montrose County,0.72073,0.72068
2016,Colorado,Morgan County,0.7201099999999999,0.7199500000000001
2016,Colorado,Otero County,0.71974,0.7193999999999999
2016,Colorado,Ouray County,0.71922,0.71926
2016,Colorado,Park County,0.71978,0.71982
2016,Colorado,Phillips County,0.71917,0.71919
2016,Colorado,Pitkin County,0.71981,0.7198300000000001
2016,Colorado,Prowers County,0.71947,0.7193999999999999
2016,Colorado,Pueblo County,0.72575,0.7238
2016,Colorado,Rio Blanco County,0.71926,0.7192700000000001
2016,Colorado,Rio Grande County,0.71947,0.7194400000000001
2016,Colorado,Routt County,0.7200700000000001,0.7201000000000001
2016,Colorado,Saguache County,0.7192700000000001,0.71922
2016,Colorado,San Juan County,0.7190300000000001,0.71904
2016,Colorado,San Miguel County,0.71935,0.71934
2016,Colorado,Sedgwick County,0.7191,0.71911
2016,Colorado,Summit County,0.72038,0.72028
2016,Colorado,Teller County,0.72006,0.72013
2016,Colorado,Washington County,0.7192000000000001,0.71922
2016,Colorado,Weld County,0.73045,0.72967
2016,Colorado,Yuma County,0.7193999999999999,0.71937
2016,Connecticut,Fairfield County,0.73226,0.72623
2016,Connecticut,Hartford County,0.72968,0.7241500000000001
2016,Connecticut,Litchfield County,0.66619,0.6673399999999999
2016,Connecticut,Middlesex County,0.66432,0.6656399999999999
2016,Connecticut,New Haven County,0.72674,0.71976
2016,Connecticut,New London County,0.6738500000000001,0.67244
2016,Connecticut,Tolland County,0.66269,0.66351
2016,Connecticut,Windham County,0.65959,0.65854
2016,Delaware,Kent County,0.6806699999999999,0.67681
2016,Delaware,New Castle County,0.7626999999999999,0.75955
2016,Delaware,Sussex County,0.69342,0.6907599999999999
2016,District of Columbia,District of Columbia,0.9041,0.87936
2016,Florida,Alachua County,0.65863,0.65869
2016,Florida,Bay County,0.65783,0.65783
2016,Florida,Bradford County,0.6562699999999999,0.65625
2016,Florida,Brevard County,0.66199,0.66262
2016,Florida,Broward County,0.67502,0.6733199999999999
2016,Florida,Calhoun County,0.6561499999999999,0.65613
2016,Florida,Charlotte County,0.6579999999999999,0.65803
2016,Florida,Citrus County,0.6575700000000001,0.65768
2016,Florida,Clay County,0.6579999999999999,0.6582399999999999
2016,Florida,Collier County,0.65983,0.65959
2016,Florida,DeSoto County,0.6563599999999999,0.6562300000000001
2016,Florida,Duval County,0.6650499999999999,0.66502
2016,Florida,Escambia County,0.6590900000000001,0.6591899999999999
2016,Florida,Flagler County,0.65714,0.6572100000000001
2016,Florida,Franklin County,0.65613,0.65613
2016,Florida,Gadsden County,0.65645,0.65646
2016,Florida,Gilchrist County,0.65617,0.65618
2016,Florida,Glades County,0.6561499999999999,0.65609
2016,Florida,Gulf County,0.65617,0.6561499999999999
2016,Florida,Hamilton County,0.6561499999999999,0.6561100000000001
2016,Florida,Hardee County,0.65625,0.65616
2016,Florida,Hendry County,0.6563599999999999,0.6562300000000001
2016,Florida,Hernando County,0.65789,0.65798
2016,Florida,Highlands County,0.65706,0.65696
2016,Florida,Hillsborough County,0.6693300000000001,0.66852
2016,Florida,Holmes County,0.6562,0.65618
2016,Florida,Indian River County,0.6576000000000001,0.65768
2016,Florida,Jackson County,0.6565000000000001,0.65644
2016,Florida,Jefferson County,0.6561499999999999,0.65616
2016,Florida,Lafayette County,0.65609,0.65607
2016,Florida,Lake County,0.65943,0.6595799999999999
2016,Florida,Lee County,0.6635,0.66286
2016,Florida,Leon County,0.65884,0.6592
2016,Florida,Levy County,0.65641,0.65641
2016,Florida,Liberty County,0.65608,0.65607
2016,Florida,Madison County,0.65619,0.65618
2016,Florida,Manatee County,0.65987,0.65976
2016,Florida,Marion County,0.65961,0.65967
2016,Florida,Martin County,0.6576900000000001,0.6578
2016,Florida,Miami-Dade County,0.6833100000000001,0.6766
2016,Florida,Monroe County,0.6568600000000001,0.65689
2016,Florida,Nassau County,0.6568200000000001,0.6569799999999999
2016,Florida,Okaloosa County,0.6579900000000001,0.6581199999999999
2016,Florida,Okeechobee County,0.6564,0.65629
2016,Florida,Orange County,0.66876,0.6674899999999999
2016,Florida,Osceola County,0.6591800000000001,0.6589499999999999
2016,Florida,Palm Beach County,0.67074,0.66983
2016,Florida,Pasco County,0.66118,0.66107
2016,Florida,Pinellas County,0.6662,0.66634
2016,Florida,Polk County,0.66251,0.6619700000000001
2016,Florida,Putnam County,0.65672,0.65669
2016,Florida,St. Johns County,0.6583199999999999,0.65887
2016,Florida,St. Lucie County,0.6591,0.65896
2016,Florida,Santa Rosa County,0.65768,0.6578400000000001
2016,Florida,Sarasota County,0.6605,0.66081
2016,Florida,Seminole County,0.66054,0.66072
2016,Florida,Sumter County,0.6574899999999999,0.6576099999999999
2016,Florida,Suwannee County,0.65644,0.6563899999999999
2016,Florida,Taylor County,0.6562300000000001,0.6562
2016,Florida,Volusia County,0.6615000000000001,0.66148
2016,Florida,Wakulla County,0.65632,0.65632
2016,Florida,Walton County,0.65667,0.65671
2016,Florida,Washington County,0.65625,0.6562300000000001
2016,Georgia,Appling County,0.59834,0.59829
2016,Georgia,Atkinson County,0.59815,0.59811
2016,Georgia,Bacon County,0.59821,0.59817
2016,Georgia,Baker County,0.5980599999999999,0.5980599999999999
2016,Georgia,Baldwin County,0.59885,0.59868
2016,Georgia,Banks County,0.59835,0.59829
2016,Georgia,Barrow County,0.5993999999999999,0.59921
2016,Georgia,Bartow County,0.5999300000000001,0.59965
2016,Georgia,Ben Hill County,0.59832,0.5982500000000001
2016,Georgia,Berrien County,0.59836,0.59828
2016,Georgia,Bibb County,0.6008,0.60046
2016,Georgia,Bleckley County,0.59824,0.59821
2016,Georgia,Brantley County,0.59834,0.59826
2016,Georgia,Brooks County,0.5982999999999999,0.59826
2016,Georgia,Bryan County,0.59863,0.59863
2016,Georgia,Bulloch County,0.59938,0.59902
2016,Georgia,Burke County,0.59841,0.59839
2016,Georgia,Butts County,0.5984700000000001,0.5984
2016,Georgia,Calhoun County,0.59813,0.59809
2016,Georgia,Camden County,0.59899,0.5987899999999999
2016,Georgia,Candler County,0.5982,0.59816
2016,Georgia,Carroll County,0.60012,0.59984
2016,Georgia,Catoosa County,0.59926,0.59912
2016,Georgia,Charlton County,0.5982500000000001,0.59817
2016,Georgia,Chatham County,0.60351,0.60247
2016,Georgia,Chattahoochee County,0.59821,0.5980599999999999
2016,Georgia,Chattooga County,0.59848,0.59835
2016,Georgia,Cherokee County,0.6024499999999999,0.60267
2016,Georgia,Clarke County,0.6003799999999999,0.59986
2016,Georgia,Clay County,0.5980599999999999,0.59805
2016,Georgia,Clayton County,0.60291,0.6017600000000001
2016,Georgia,Clinch County,0.59813,0.5981000000000001
2016,Georgia,Cobb County,0.61192,0.61175
2016,Georgia,Coffee County,0.5988,0.5985900000000001
2016,Georgia,Colquitt County,0.59882,0.59857
2016,Georgia,Columbia County,0.6007,0.6007
2016,Georgia,Cook County,0.59831,0.5982500000000001
2016,Georgia,Coweta County,0.60059,0.60058
2016,Georgia,Crawford County,0.59824,0.59822
2016,Georgia,Crisp County,0.59842,0.59832
2016,Georgia,Dade County,0.59832,0.59826
2016,Georgia,Dawson County,0.59846,0.59849
2016,Georgia,Decatur County,0.5985,0.59843
2016,Georgia,DeKalb County,0.61194,0.61046
2016,Georgia,Dodge County,0.5984,0.59829
2016,Georgia,Dooly County,0.59828,0.59816
2016,Georgia,Dougherty County,0.59964,0.59943
2016,Georgia,Douglas County,0.60057,0.6004200000000001
2016,Georgia,Early County,0.59819,0.5982
2016,Georgia,Echols County,0.59807,0.59805
2016,Georgia,Effingham County,0.59906,0.59899
2016,Georgia,Elbert County,0.5983700000000001,0.59833
2016,Georgia,Emanuel County,0.59842,0.59833
2016,Georgia,Evans County,0.59819,0.59815
2016,Georgia,Fannin County,0.59851,0.5985
2016,Georgia,Fayette County,0.6001,0.6005400000000001
2016,Georgia,Floyd County,0.5998,0.59944
2016,Georgia,Forsyth County,0.6019100000000001,0.6021
2016,Georgia,Franklin County,0.59843,0.59836
2016,Georgia,Fulton County,0.61739,0.61515
2016,Georgia,Gilmer County,0.5985900000000001,0.59854
2016,Georgia,Glascock County,0.5980599999999999,0.5980599999999999
2016,Georgia,Glynn County,0.59961,0.59943
2016,Georgia,Gordon County,0.59905,0.5987899999999999
2016,Georgia,Grady County,0.59846,0.59839
2016,Georgia,Greene County,0.59834,0.5983700000000001
2016,Georgia,Gwinnett County,0.61414,0.61164
2016,Georgia,Habersham County,0.59884,0.59868
2016,Georgia,Hall County,0.60158,0.60095
2016,Georgia,Hancock County,0.5981799999999999,0.59815
2016,Georgia,Haralson County,0.5985499999999999,0.59848
2016,Georgia,Harris County,0.59865,0.5986899999999999
2016,Georgia,Hart County,0.5985,0.59842
2016,Georgia,Heard County,0.59822,0.5981799999999999
2016,Georgia,Henry County,0.60199,0.60213
2016,Georgia,Houston County,0.60078,0.60051
2016,Georgia,Irwin County,0.5981799999999999,0.59815
2016,Georgia,Jackson County,0.59919,0.59914
2016,Georgia,Jasper County,0.59826,0.5982500000000001
2016,Georgia,Jeff Davis County,0.59827,0.59821
2016,Georgia,Jefferson County,0.5982999999999999,0.59829
2016,Georgia,Jenkins County,0.59817,0.59813
2016,Georgia,Johnson County,0.59819,0.59816
2016,Georgia,Jones County,0.59854,0.59853
2016,Georgia,Lamar County,0.59835,0.59832
2016,Georgia,Lanier County,0.59819,0.59812
2016,Georgia,Laurens County,0.59888,0.59882
2016,Georgia,Lee County,0.59853,0.5985900000000001
2016,Georgia,Liberty County,0.5991,0.59868
2016,Georgia,Lincoln County,0.59816,0.59817
2016,Georgia,Long County,0.59832,0.59817
2016,Georgia,Lowndes County,0.60009,0.59955
2016,Georgia,Lumpkin County,0.59861,0.5985199999999999
2016,Georgia,McDuffie County,0.59839,0.59839
2016,Georgia,McIntosh County,0.59829,0.5982500000000001
2016,Georgia,Macon County,0.59827,0.5981799999999999
2016,Georgia,Madison County,0.5985499999999999,0.5985
2016,Georgia,Marion County,0.59817,0.59813
2016,Georgia,Meriwether County,0.59841,0.59839
2016,Georgia,Miller County,0.59811,0.59811
2016,Georgia,Mitchell County,0.59843,0.59833
2016,Georgia,Monroe County,0.59854,0.59853
2016,Georgia,Montgomery County,0.59817,0.59815
2016,Georgia,Morgan County,0.59835,0.5984
2016,Georgia,Murray County,0.59873,0.5985199999999999
2016,Georgia,Muscogee County,0.60165,0.60088
2016,Georgia,Newton County,0.5999099999999999,0.59984
2016,Georgia,Oconee County,0.59866,0.5988
2016,Georgia,Oglethorpe County,0.59829,0.59828
2016,Georgia,Paulding County,0.6008,0.60072
2016,Georgia,Peach County,0.5985,0.59845
2016,Georgia,Pickens County,0.59861,0.5985900000000001
2016,Georgia,Pierce County,0.59835,0.59831
2016,Georgia,Polk County,0.59877,0.5986
2016,Georgia,Pulaski County,0.59823,0.59815
2016,Georgia,Putnam County,0.59842,0.5984
2016,Georgia,Quitman County,0.59805,0.59804
2016,Georgia,Rabun County,0.59834,0.59833
2016,Georgia,Randolph County,0.59814,0.59812
2016,Georgia,Richmond County,0.60177,0.60116
2016,Georgia,Rockdale County,0.59964,0.59958
2016,Georgia,Schley County,0.59809,0.59808
2016,Georgia,Screven County,0.59827,0.59824
2016,Georgia,Seminole County,0.59816,0.59815
2016,Georgia,Spalding County,0.59922,0.59909
2016,Georgia,Stephens County,0.59849,0.59841
2016,Georgia,Stewart County,0.59812,0.59809
2016,Georgia,Sumter County,0.59856,0.59846
2016,Georgia,Taliaferro County,0.59803,0.59804
2016,Georgia,Tattnall County,0.59849,0.59829
2016,Georgia,Taylor County,0.59816,0.59814
2016,Georgia,Telfair County,0.59833,0.59816
2016,Georgia,Terrell County,0.59817,0.5981799999999999
2016,Georgia,Thomas County,0.59885,0.5987899999999999
2016,Georgia,Tift County,0.59874,0.59854
2016,Georgia,Toombs County,0.59849,0.59838
2016,Georgia,Towns County,0.59823,0.59828
2016,Georgia,Treutlen County,0.59812,0.59811
2016,Georgia,Troup County,0.59929,0.59909
2016,Georgia,Turner County,0.59815,0.59814
2016,Georgia,Twiggs County,0.59816,0.59817
2016,Georgia,Union County,0.59848,0.59851
2016,Georgia,Walker County,0.5992999999999999,0.59901
2016,Georgia,Walton County,0.59966,0.5997
2016,Georgia,Ware County,0.5986699999999999,0.59851
2016,Georgia,Warren County,0.59811,0.5981000000000001
2016,Georgia,Washington County,0.59839,0.59835
2016,Georgia,Wayne County,0.59856,0.59844
2016,Georgia,Webster County,0.59805,0.59805
2016,Georgia,Wheeler County,0.59816,0.59809
2016,Georgia,White County,0.59856,0.5985
2016,Georgia,Whitfield County,0.59988,0.5992799999999999
2016,Georgia,Wilcox County,0.5981799999999999,0.59813
2016,Georgia,Wilkes County,0.59819,0.59819
2016,Georgia,Wilkinson County,0.59817,0.5981799999999999
2016,Georgia,Worth County,0.5984,0.59835
2016,Hawaii,Hawaii County,0.45911,0.45712
2016,Hawaii,Honolulu County,0.5683,0.54264
2016,Hawaii,Kauai County,0.44179999999999997,0.4422
2016,Hawaii,Maui County,0.45455,0.45212
2016,Idaho,Ada County,0.65889,0.6574
2016,Idaho,Adams County,0.60949,0.60954
2016,Idaho,Bannock County,0.6181300000000001,0.61727
2016,Idaho,Bear Lake County,0.60965,0.60972
2016,Idaho,Benewah County,0.61006,0.61004
2016,Idaho,Bingham County,0.61358,0.61311
2016,Idaho,Blaine County,0.61151,0.61165
2016,Idaho,Boise County,0.60988,0.60994
2016,Idaho,Bonner County,0.61412,0.61316
2016,Idaho,Bonneville County,0.62048,0.61994
2016,Idaho,Boundary County,0.61034,0.61027
2016,Idaho,Butte County,0.6092799999999999,0.6093
2016,Idaho,Camas County,0.60912,0.60915
2016,Idaho,Canyon County,0.63105,0.62682
2016,Idaho,Caribou County,0.60974,0.60975
2016,Idaho,Cassia County,0.61135,0.61102
2016,Idaho,Clark County,0.60909,0.60907
2016,Idaho,Clearwater County,0.61007,0.60994
2016,Idaho,Custer County,0.60951,0.6096
2016,Idaho,Elmore County,0.61188,0.6111099999999999
2016,Idaho,Franklin County,0.61032,0.61036
2016,Idaho,Fremont County,0.6103999999999999,0.61041
2016,Idaho,Gem County,0.61097,0.61097
2016,Idaho,Gooding County,0.61063,0.6102799999999999
2016,Idaho,Idaho County,0.61094,0.61103
2016,Idaho,Jefferson County,0.6117,0.6118399999999999
2016,Idaho,Jerome County,0.61135,0.61164
2016,Idaho,Kootenai County,0.62669,0.6254
2016,Idaho,Latah County,0.61349,0.61349
2016,Idaho,Lemhi County,0.60995,0.6100099999999999
2016,Idaho,Lewis County,0.60944,0.60939
2016,Idaho,Lincoln County,0.60954,0.60943
2016,Idaho,Madison County,0.6129,0.61288
2016,Idaho,Minidoka County,0.6111800000000001,0.6107
2016,Idaho,Nez Perce County,0.61372,0.6132500000000001
2016,Idaho,Oneida County,0.60946,0.60951
2016,Idaho,Owyhee County,0.61025,0.60997
