year,fips,county_name,state_name,value
2016,4021,Pinal County,Arizona,5.625
2016,4023,Santa Cruz County,Arizona,10.208333333333334
2016,4025,Yavapai County,Arizona,5.008333333333334
2016,4027,Yuma County,Arizona,19.033333333333335
2016,5001,Arkansas County,Arkansas,3.408333333333333
2016,5003,Ashley County,Arkansas,6.1499999999999995
2016,5005,Baxter County,Arkansas,4.3
2016,5007,Benton County,Arkansas,2.9250000000000003
2016,5009,Boone County,Arkansas,3.6666666666666665
2016,5011,Bradley County,Arkansas,5.0249999999999995
2016,5013,Calhoun County,Arkansas,4.591666666666667
2016,5015,Carroll County,Arkansas,3.5749999999999997
2016,5017,Chicot County,Arkansas,6.583333333333333
2016,5019,Clark County,Arkansas,4.3500000000000005
2016,5021,Clay County,Arkansas,5.658333333333334
2016,5023,Cleburne County,Arkansas,5.95
2016,5025,Cleveland County,Arkansas,4.5
2016,5027,Columbia County,Arkansas,5.708333333333333
2016,5029,Conway County,Arkansas,5.708333333333333
2016,5031,Craighead County,Arkansas,3.266666666666667
2016,5033,Crawford County,Arkansas,3.9250000000000003
2016,5035,Crittenden County,Arkansas,4.516666666666667
2016,5037,Cross County,Arkansas,4.425
2016,5039,Dallas County,Arkansas,4.85
2016,5041,Desha County,Arkansas,5.45
2016,5043,Drew County,Arkansas,5.675
2016,5045,Faulkner County,Arkansas,3.8000000000000003
2016,5047,Franklin County,Arkansas,4.05
2016,5049,Fulton County,Arkansas,4.3500000000000005
2016,5051,Garland County,Arkansas,4.316666666666666
2016,5053,Grant County,Arkansas,3.608333333333333
2016,5055,Greene County,Arkansas,4.291666666666667
2016,5057,Hempstead County,Arkansas,3.75
2016,5059,Hot Spring County,Arkansas,3.9333333333333336
2016,5061,Howard County,Arkansas,3.275
2016,5063,Independence County,Arkansas,4.95
2016,5065,Izard County,Arkansas,5.625
2016,5067,Jackson County,Arkansas,6.266666666666667
2016,5069,Jefferson County,Arkansas,5.608333333333333
2016,5071,Johnson County,Arkansas,4.741666666666666
2016,5073,Lafayette County,Arkansas,5.833333333333333
2016,5075,Lawrence County,Arkansas,4.3500000000000005
2016,5077,Lee County,Arkansas,4.716666666666667
2016,5079,Lincoln County,Arkansas,4.825
2016,5081,Little River County,Arkansas,4.683333333333334
2016,5083,Logan County,Arkansas,4.6000000000000005
2016,5085,Lonoke County,Arkansas,3.341666666666667
2016,5087,Madison County,Arkansas,3.2083333333333335
2016,5089,Marion County,Arkansas,4.008333333333334
2016,5091,Miller County,Arkansas,4.2
2016,5093,Mississippi County,Arkansas,6.791666666666667
2016,5095,Monroe County,Arkansas,4.808333333333334
2016,5097,Montgomery County,Arkansas,5.125
2016,5099,Nevada County,Arkansas,3.6999999999999997
2016,5101,Newton County,Arkansas,3.891666666666667
2016,5103,Ouachita County,Arkansas,5.033333333333333
2016,5105,Perry County,Arkansas,4.783333333333333
2016,5107,Phillips County,Arkansas,5.8999999999999995
2016,5109,Pike County,Arkansas,4.25
2016,5111,Poinsett County,Arkansas,4.291666666666667
2016,5113,Polk County,Arkansas,4.883333333333334
2016,5115,Pope County,Arkansas,4.616666666666666
2016,5117,Prairie County,Arkansas,3.841666666666667
2016,5119,Pulaski County,Arkansas,3.5666666666666664
2016,5121,Randolph County,Arkansas,4.633333333333334
2016,5123,St. Francis County,Arkansas,5.191666666666666
2016,5125,Saline County,Arkansas,3.125
2016,5127,Scott County,Arkansas,3.6833333333333336
2016,5129,Searcy County,Arkansas,4.591666666666667
2016,5131,Sebastian County,Arkansas,3.725
2016,5133,Sevier County,Arkansas,4.858333333333333
2016,5135,Sharp County,Arkansas,5.45
2016,5137,Stone County,Arkansas,5.141666666666667
2016,5139,Union County,Arkansas,5.466666666666666
2016,5141,Van Buren County,Arkansas,6.875
2016,5143,Washington County,Arkansas,2.766666666666667
2016,5145,White County,Arkansas,5.2
2016,5147,Woodruff County,Arkansas,5.483333333333333
2016,5149,Yell County,Arkansas,4.466666666666667
2016,6001,Alameda County,California,4.325
2016,6003,Alpine County,California,6.566666666666666
2016,6005,Amador County,California,5.966666666666666
2016,6007,Butte County,California,6.641666666666667
2016,6009,Calaveras County,California,5.691666666666666
2016,6011,Colusa County,California,15.633333333333333
2016,6013,Contra Costa County,California,4.483333333333333
2016,6015,Del Norte County,California,7.55
2016,6017,El Dorado County,California,5.141666666666667
2016,6019,Fresno County,California,9.525
2016,6021,Glenn County,California,8.366666666666667
2016,6023,Humboldt County,California,4.95
2016,6025,Imperial County,California,24.183333333333334
2016,6027,Inyo County,California,5.291666666666667
2016,6029,Kern County,California,10.424999999999999
2016,6031,Kings County,California,9.983333333333334
2016,6033,Lake County,California,6.75
2016,6035,Lassen County,California,6.95
2016,6037,Los Angeles County,California,5.325
2016,6039,Madera County,California,9.275
2016,6041,Marin County,California,3.283333333333333
2016,6043,Mariposa County,California,6.925000000000001
2016,6045,Mendocino County,California,5.291666666666667
2016,6047,Merced County,California,10.6
2016,6049,Modoc County,California,7.875
2016,6051,Mono County,California,5.3999999999999995
2016,6053,Monterey County,California,7.766666666666667
2016,6055,Napa County,California,4.308333333333334
2016,6057,Nevada County,California,4.8
2016,6059,Orange County,California,4.041666666666667
2016,6061,Placer County,California,4.483333333333333
2016,6063,Plumas County,California,9.85
2016,6065,Riverside County,California,6.133333333333333
2016,6067,Sacramento County,California,5.433333333333334
2016,6069,San Benito County,California,6.7
2016,6071,San Bernardino County,California,5.783333333333334
2016,6073,San Diego County,California,4.741666666666666
2016,6075,San Francisco County,California,3.3000000000000003
2016,6077,San Joaquin County,California,8.141666666666667
2016,6079,San Luis Obispo County,California,4.333333333333333
2016,6081,San Mateo County,California,3.0666666666666664
2016,6083,Santa Barbara County,California,5.075
2016,6085,Santa Clara County,California,3.783333333333333
2016,6087,Santa Cruz County,California,6.991666666666667
2016,6089,Shasta County,California,7.0
2016,6091,Sierra County,California,7.633333333333333
2016,6093,Siskiyou County,California,8.558333333333334
2016,6095,Solano County,California,5.508333333333333
2016,6097,Sonoma County,California,4.0
2016,6099,Stanislaus County,California,8.633333333333333
2016,6101,Sutter County,California,9.741666666666667
2016,6103,Tehama County,California,7.158333333333334
2016,6105,Trinity County,California,7.125
2016,6107,Tulare County,California,11.216666666666667
2016,6109,Tuolumne County,California,6.233333333333333
2016,6111,Ventura County,California,5.233333333333333
2016,6113,Yolo County,California,5.908333333333334
2016,6115,Yuba County,California,8.641666666666667
2016,8001,Adams County,Colorado,3.4250000000000003
2016,8003,Alamosa County,Colorado,3.8666666666666667
2016,8005,Arapahoe County,Colorado,2.975
2016,8007,Archuleta County,Colorado,3.1666666666666665
2016,8009,Baca County,Colorado,1.625
2016,8011,Bent County,Colorado,2.9250000000000003
2016,8013,Boulder County,Colorado,2.5500000000000003
2016,8014,Broomfield County,Colorado,2.775
2016,8015,Chaffee County,Colorado,2.5416666666666665
2016,8017,Cheyenne County,Colorado,2.1666666666666665
2016,8019,Clear Creek County,Colorado,3.0416666666666665
2016,8021,Conejos County,Colorado,4.658333333333333
2016,8023,Costilla County,Colorado,4.625
2016,8025,Crowley County,Colorado,3.3666666666666667
2016,8027,Custer County,Colorado,3.0083333333333333
2016,8029,Delta County,Colorado,4.7250000000000005
2016,8031,Denver County,Colorado,2.9916666666666667
2016,8033,Dolores County,Colorado,3.7083333333333335
2016,8035,Douglas County,Colorado,2.5500000000000003
2016,8037,Eagle County,Colorado,2.6333333333333333
2016,8039,Elbert County,Colorado,2.475
2016,8041,El Paso County,Colorado,3.591666666666667
2016,8043,Fremont County,Colorado,4.958333333333333
2016,8045,Garfield County,Colorado,3.3333333333333335
2016,8047,Gilpin County,Colorado,2.2666666666666666
2016,8049,Grand County,Colorado,2.5749999999999997
2016,8051,Gunnison County,Colorado,2.191666666666667
2016,8053,Hinsdale County,Colorado,2.3000000000000003
2016,8055,Huerfano County,Colorado,6.075
2016,8057,Jackson County,Colorado,2.591666666666667
2016,8059,Jefferson County,Colorado,2.8249999999999997
2016,8061,Kiowa County,Colorado,1.925
2016,8063,Kit Carson County,Colorado,2.033333333333333
2016,8065,Lake County,Colorado,2.733333333333333
2016,8067,La Plata County,Colorado,2.733333333333333
2016,8069,Larimer County,Colorado,2.6916666666666664
2016,8071,Las Animas County,Colorado,4.841666666666667
2016,8073,Lincoln County,Colorado,2.4583333333333335
2016,8075,Logan County,Colorado,2.8249999999999997
2016,8077,Mesa County,Colorado,5.1000000000000005
2016,8079,Mineral County,Colorado,2.158333333333333
2016,8081,Moffat County,Colorado,3.7916666666666665
2016,8083,Montezuma County,Colorado,4.7749999999999995
2016,8085,Montrose County,Colorado,3.975
2016,8087,Morgan County,Colorado,3.3166666666666664
2016,8089,Otero County,Colorado,4.5249999999999995
2016,8091,Ouray County,Colorado,3.6166666666666667
2016,8093,Park County,Colorado,2.658333333333333
2016,8095,Phillips County,Colorado,1.9000000000000001
2016,8097,Pitkin County,Colorado,3.2416666666666667
2016,8099,Prowers County,Colorado,3.0833333333333335
2016,8101,Pueblo County,Colorado,4.575
2016,8103,Rio Blanco County,Colorado,4.833333333333333
2016,8105,Rio Grande County,Colorado,4.758333333333334
2016,8107,Routt County,Colorado,2.5166666666666666
2016,8109,Saguache County,Colorado,4.675
2016,8111,San Juan County,Colorado,3.6
2016,8113,San Miguel County,Colorado,3.225
2016,8115,Sedgwick County,Colorado,2.1750000000000003
2016,8117,Summit County,Colorado,1.9916666666666665
2016,8119,Teller County,Colorado,3.5416666666666665
2016,8121,Washington County,Colorado,2.066666666666667
2016,8123,Weld County,Colorado,3.2583333333333333
2016,8125,Yuma County,Colorado,2.033333333333333
2016,9001,Fairfield County,Connecticut,4.616666666666666
2016,9003,Hartford County,Connecticut,5.05
2016,9005,Litchfield County,Connecticut,4.466666666666667
2016,9007,Middlesex County,Connecticut,4.191666666666666
2016,9009,New Haven County,Connecticut,5.183333333333334
2016,9011,New London County,Connecticut,4.841666666666667
2016,9013,Tolland County,Connecticut,4.2250000000000005
2016,9015,Windham County,Connecticut,5.266666666666667
2016,10001,Kent County,Delaware,4.916666666666667
2016,10003,New Castle County,Delaware,4.416666666666667
2016,10005,Sussex County,Delaware,4.5
2016,11001,District of Columbia,District of Columbia,6.2250000000000005
2016,12001,Alachua County,Florida,4.341666666666667
2016,12003,Baker County,Florida,4.916666666666667
2016,12005,Bay County,Florida,4.816666666666666
2016,12007,Bradford County,Florida,4.291666666666667
2016,12009,Brevard County,Florida,5.166666666666667
2016,12011,Broward County,Florida,4.533333333333333
2016,12013,Calhoun County,Florida,5.8
2016,12015,Charlotte County,Florida,5.375
2016,12017,Citrus County,Florida,6.783333333333334
2016,12019,Clay County,Florida,4.558333333333334
2016,12021,Collier County,Florida,4.7250000000000005
2016,12023,Columbia County,Florida,4.916666666666667
2016,12027,DeSoto County,Florida,5.341666666666666
2016,12029,Dixie County,Florida,5.491666666666667
2016,12031,Duval County,Florida,4.95
2016,12033,Escambia County,Florida,4.991666666666666
2016,12035,Flagler County,Florida,5.55
2016,12037,Franklin County,Florida,4.366666666666666
2016,12039,Gadsden County,Florida,6.333333333333333
2016,12041,Gilchrist County,Florida,5.05
2016,12043,Glades County,Florida,6.308333333333334
2016,12045,Gulf County,Florida,4.675
2016,12047,Hamilton County,Florida,5.716666666666666
2016,12049,Hardee County,Florida,6.741666666666667
2016,12051,Hendry County,Florida,8.658333333333333
2016,12053,Hernando County,Florida,6.108333333333333
2016,12055,Highlands County,Florida,6.608333333333333
2016,12057,Hillsborough County,Florida,4.466666666666667
2016,12059,Holmes County,Florida,5.458333333333333
2016,12061,Indian River County,Florida,6.083333333333333
2016,12063,Jackson County,Florida,5.258333333333334
2016,12065,Jefferson County,Florida,5.308333333333333
2016,12067,Lafayette County,Florida,4.3999999999999995
2016,12069,Lake County,Florida,4.891666666666667
2016,12071,Lee County,Florida,4.6499999999999995
2016,12073,Leon County,Florida,4.583333333333333
2016,12075,Levy County,Florida,5.208333333333333
2016,12077,Liberty County,Florida,5.175
2016,12079,Madison County,Florida,5.3
2016,12081,Manatee County,Florida,4.6000000000000005
2016,12083,Marion County,Florida,5.883333333333333
2016,12085,Martin County,Florida,4.8999999999999995
2016,12086,Miami-Dade County,Florida,5.55
2016,12087,Monroe County,Florida,3.216666666666667
2016,12089,Nassau County,Florida,4.533333333333333
2016,12091,Okaloosa County,Florida,4.05
2016,12093,Okeechobee County,Florida,5.216666666666667
2016,12095,Orange County,Florida,4.391666666666667
2016,12097,Osceola County,Florida,5.008333333333334
2016,12099,Palm Beach County,Florida,4.741666666666666
2016,12101,Pasco County,Florida,5.191666666666667
2016,12103,Pinellas County,Florida,4.391666666666667
2016,12105,Polk County,Florida,5.591666666666666
2016,12107,Putnam County,Florida,6.433333333333334
2016,12109,St. Johns County,Florida,3.8166666666666664
2016,12111,St. Lucie County,Florida,5.833333333333333
2016,12113,Santa Rosa County,Florida,4.541666666666667
2016,12115,Sarasota County,Florida,4.583333333333333
2016,12117,Seminole County,Florida,4.316666666666666
2016,12119,Sumter County,Florida,7.233333333333333
2016,12121,Suwannee County,Florida,4.941666666666666
2016,12123,Taylor County,Florida,5.45
2016,12125,Union County,Florida,4.358333333333333
2016,12127,Volusia County,Florida,5.116666666666666
2016,12129,Wakulla County,Florida,4.175
2016,12131,Walton County,Florida,4.341666666666667
2016,12133,Washington County,Florida,5.175
2016,13001,Appling County,Georgia,6.466666666666666
2016,13003,Atkinson County,Georgia,5.3
2016,13005,Bacon County,Georgia,5.291666666666667
2016,13007,Baker County,Georgia,7.825
2016,13009,Baldwin County,Georgia,6.933333333333334
2016,13011,Banks County,Georgia,4.933333333333334
2016,13013,Barrow County,Georgia,4.783333333333333
2016,13015,Bartow County,Georgia,5.2
2016,13017,Ben Hill County,Georgia,8.316666666666666
2016,13019,Berrien County,Georgia,6.2250000000000005
2016,13021,Bibb County,Georgia,6.033333333333334
2016,13023,Bleckley County,Georgia,8.025
2016,13025,Brantley County,Georgia,6.833333333333333
2016,13027,Brooks County,Georgia,5.308333333333334
2016,13029,Bryan County,Georgia,4.933333333333334
2016,13031,Bulloch County,Georgia,5.800000000000001
2016,13033,Burke County,Georgia,7.816666666666666
2016,13035,Butts County,Georgia,5.733333333333333
2016,13037,Calhoun County,Georgia,5.758333333333333
2016,13039,Camden County,Georgia,5.833333333333333
2016,13043,Candler County,Georgia,4.8500000000000005
2016,13045,Carroll County,Georgia,6.091666666666666
2016,13047,Catoosa County,Georgia,4.916666666666667
2016,13049,Charlton County,Georgia,5.7250000000000005
2016,13051,Chatham County,Georgia,5.325
2016,13053,Chattahoochee County,Georgia,8.383333333333333
2016,13055,Chattooga County,Georgia,6.391666666666667
2016,13057,Cherokee County,Georgia,4.308333333333334
2016,13059,Clarke County,Georgia,5.583333333333333
2016,13061,Clay County,Georgia,10.533333333333333
2016,13063,Clayton County,Georgia,6.7
2016,13065,Clinch County,Georgia,6.25
2016,13067,Cobb County,Georgia,4.658333333333333
2016,13069,Coffee County,Georgia,5.916666666666667
2016,13071,Colquitt County,Georgia,5.341666666666666
2016,13073,Columbia County,Georgia,4.716666666666667
2016,13075,Cook County,Georgia,5.483333333333333
2016,13077,Coweta County,Georgia,5.041666666666667
2016,13079,Crawford County,Georgia,5.95
2016,13081,Crisp County,Georgia,6.116666666666667
2016,13083,Dade County,Georgia,5.116666666666666
2016,13085,Dawson County,Georgia,4.741666666666666
2016,13087,Decatur County,Georgia,6.741666666666667
2016,13089,DeKalb County,Georgia,5.466666666666666
2016,13091,Dodge County,Georgia,7.366666666666667
2016,13093,Dooly County,Georgia,5.875
2016,13095,Dougherty County,Georgia,6.933333333333334
2016,13097,Douglas County,Georgia,5.625
2016,13099,Early County,Georgia,6.9750000000000005
2016,13101,Echols County,Georgia,4.375
2016,13103,Effingham County,Georgia,4.8999999999999995
2016,13105,Elbert County,Georgia,6.566666666666666
2016,13107,Emanuel County,Georgia,7.841666666666666
2016,13109,Evans County,Georgia,4.983333333333333
2016,13111,Fannin County,Georgia,5.441666666666666
2016,13113,Fayette County,Georgia,4.791666666666667
2016,13115,Floyd County,Georgia,6.091666666666666
2016,13117,Forsyth County,Georgia,4.233333333333333
2016,13119,Franklin County,Georgia,5.3
2016,13121,Fulton County,Georgia,5.45
2016,13123,Gilmer County,Georgia,5.75
2016,13125,Glascock County,Georgia,6.075
2016,13127,Glynn County,Georgia,5.375
2016,13129,Gordon County,Georgia,5.675
2016,13131,Grady County,Georgia,5.5
2016,13133,Greene County,Georgia,6.133333333333333
2016,13135,Gwinnett County,Georgia,4.841666666666667
2016,13137,Habersham County,Georgia,5.366666666666667
2016,13139,Hall County,Georgia,4.55
2016,13141,Hancock County,Georgia,8.5
2016,13143,Haralson County,Georgia,5.875
2016,13145,Harris County,Georgia,4.95
2016,13147,Hart County,Georgia,5.458333333333333
2016,13149,Heard County,Georgia,5.983333333333333
2016,13151,Henry County,Georgia,5.558333333333334
2016,13153,Houston County,Georgia,5.408333333333334
2016,13155,Irwin County,Georgia,7.925
2016,13157,Jackson County,Georgia,4.316666666666666
2016,13159,Jasper County,Georgia,4.858333333333333
2016,13161,Jeff Davis County,Georgia,6.425
2016,13163,Jefferson County,Georgia,7.4750000000000005
2016,13165,Jenkins County,Georgia,7.666666666666667
2016,13167,Johnson County,Georgia,6.166666666666667
2016,13169,Jones County,Georgia,4.875
2016,13171,Lamar County,Georgia,6.6499999999999995
2016,13173,Lanier County,Georgia,5.841666666666666
2016,13175,Laurens County,Georgia,6.733333333333333
2016,13177,Lee County,Georgia,4.7749999999999995
2016,13179,Liberty County,Georgia,5.941666666666666
2016,13181,Lincoln County,Georgia,5.983333333333333
2016,13183,Long County,Georgia,5.466666666666666
2016,13185,Lowndes County,Georgia,5.358333333333333
2016,13187,Lumpkin County,Georgia,4.858333333333333
2016,13189,McDuffie County,Georgia,7.383333333333333
2016,13191,McIntosh County,Georgia,5.916666666666667
2016,13193,Macon County,Georgia,8.35
2016,13195,Madison County,Georgia,5.016666666666667
2016,13197,Marion County,Georgia,7.408333333333332
2016,13199,Meriwether County,Georgia,6.958333333333333
2016,13201,Miller County,Georgia,5.5
2016,13205,Mitchell County,Georgia,6.6499999999999995
2016,13207,Monroe County,Georgia,5.233333333333333
2016,13209,Montgomery County,Georgia,7.55
2016,13211,Morgan County,Georgia,5.108333333333333
2016,13213,Murray County,Georgia,7.183333333333334
2016,13215,Muscogee County,Georgia,6.891666666666667
2016,13217,Newton County,Georgia,6.075
2016,13219,Oconee County,Georgia,4.158333333333333
2016,13221,Oglethorpe County,Georgia,4.916666666666667
2016,13223,Paulding County,Georgia,4.691666666666666
2016,13225,Peach County,Georgia,7.075
2016,13227,Pickens County,Georgia,4.958333333333333
2016,13229,Pierce County,Georgia,5.366666666666667
2016,13231,Pike County,Georgia,5.258333333333333
2016,13233,Polk County,Georgia,6.208333333333333
2016,13235,Pulaski County,Georgia,5.925
2016,13237,Putnam County,Georgia,7.1499999999999995
2016,13239,Quitman County,Georgia,7.375
2016,13241,Rabun County,Georgia,6.016666666666667
2016,13243,Randolph County,Georgia,8.566666666666666
2016,13245,Richmond County,Georgia,6.858333333333333
2016,13247,Rockdale County,Georgia,5.866666666666667
2016,13249,Schley County,Georgia,6.375
2016,13251,Screven County,Georgia,7.633333333333333
2016,13253,Seminole County,Georgia,7.983333333333333
2016,13255,Spalding County,Georgia,6.966666666666666
2016,13257,Stephens County,Georgia,5.95
2016,13259,Stewart County,Georgia,6.466666666666666
2016,13261,Sumter County,Georgia,7.666666666666667
2016,13263,Talbot County,Georgia,6.7749999999999995
2016,13265,Taliaferro County,Georgia,6.933333333333334
2016,13267,Tattnall County,Georgia,5.408333333333334
2016,13269,Taylor County,Georgia,7.633333333333333
2016,13271,Telfair County,Georgia,8.491666666666667
2016,13273,Terrell County,Georgia,6.583333333333333
2016,13275,Thomas County,Georgia,6.316666666666666
2016,13277,Tift County,Georgia,5.4750000000000005
2016,13279,Toombs County,Georgia,7.916666666666667
2016,13281,Towns County,Georgia,6.908333333333334
2016,13283,Treutlen County,Georgia,7.816666666666666
2016,13285,Troup County,Georgia,5.175
2016,13287,Turner County,Georgia,6.575
2016,13289,Twiggs County,Georgia,8.833333333333334
2016,13291,Union County,Georgia,4.8
2016,13293,Upson County,Georgia,6.5249999999999995
2016,13295,Walker County,Georgia,5.641666666666667
2016,13297,Walton County,Georgia,4.983333333333333
2016,13299,Ware County,Georgia,5.458333333333333
2016,13301,Warren County,Georgia,7.041666666666667
2016,13303,Washington County,Georgia,6.425
2016,13305,Wayne County,Georgia,6.941666666666666
2016,13307,Webster County,Georgia,8.691666666666668
2016,13309,Wheeler County,Georgia,9.1
2016,13311,White County,Georgia,4.691666666666666
2016,13313,Whitfield County,Georgia,6.2
2016,13315,Wilcox County,Georgia,7.3
2016,13317,Wilkes County,Georgia,6.716666666666666
2016,13319,Wilkinson County,Georgia,6.408333333333334
2016,13321,Worth County,Georgia,5.916666666666667
2016,15001,Hawaii County,Hawaii,3.5083333333333333
2016,15003,Honolulu County,Hawaii,2.725
2016,15007,Kauai County,Hawaii,3.0583333333333336
2016,15009,Maui County,Hawaii,2.966666666666667
2016,16001,Ada County,Idaho,3.2083333333333335
2016,16003,Adams County,Idaho,6.733333333333333
2016,16005,Bannock County,Idaho,3.4499999999999997
2016,16007,Bear Lake County,Idaho,4.416666666666667
2016,16009,Benewah County,Idaho,5.708333333333333
2016,16011,Bingham County,Idaho,3.4
2016,16013,Blaine County,Idaho,3.0666666666666664
2016,16015,Boise County,Idaho,5.1000000000000005
2016,16017,Bonner County,Idaho,5.25
2016,16019,Bonneville County,Idaho,3.091666666666667
2016,16021,Boundary County,Idaho,5.075
2016,16023,Butte County,Idaho,3.9916666666666667
2016,16025,Camas County,Idaho,3.5583333333333336
2016,16027,Canyon County,Idaho,4.2
2016,16029,Caribou County,Idaho,3.466666666666667
2016,16031,Cassia County,Idaho,2.891666666666667
2016,16033,Clark County,Idaho,3.15
2016,16035,Clearwater County,Idaho,7.066666666666666
2016,16037,Custer County,Idaho,5.041666666666667
2016,16039,Elmore County,Idaho,4.0
2016,16041,Franklin County,Idaho,2.975
2016,16043,Fremont County,Idaho,3.275
2016,16045,Gem County,Idaho,4.541666666666667
2016,16047,Gooding County,Idaho,2.983333333333333
2016,16049,Idaho County,Idaho,5.5
